"ids","pcomplex","SUBUNIT-COMPOSITION","ECK","associated_gene_names"
"2166","NRDE-CPLX","2*NRDE-MONOMER","ECK2669","nrdE"
"2166","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX","2*NRDE-MONOMER,2*NRDF-MONOMER","ECK2669","nrdE"
"2254","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX","2*NRDE-MONOMER,2*NRDF-MONOMER","ECK2670","nrdF"
"2254","NRDF-CPLX","2*NRDF-MONOMER","ECK2670","nrdF"
"2141","ABC-26-CPLX","2*PROV-MONOMER,2*PROW-MONOMER,1*PROX-MONOMER","ECK2671","proV"
"2228","ABC-26-CPLX","2*PROV-MONOMER,2*PROW-MONOMER,1*PROX-MONOMER","ECK2672","proW"
"1912","ABC-26-CPLX","2*PROV-MONOMER,2*PROW-MONOMER,1*PROX-MONOMER","ECK2673","proX"
"799","CPLX0-7684","1*G7405-MONOMER,1*G7406-MONOMER","ECK2676","ygaZ"
"531","CPLX0-7684","1*G7405-MONOMER,1*G7406-MONOMER","ECK2677","ygaH"
"965","CPLX0-7418","2*EG10603-MONOMER","ECK2678","mprA"
"2256","CPLX0-2121","1*EG11354-MONOMER,1*EMRB-MONOMER,3*EG11009-MONOMER","ECK2679","emrA"
"2349","CPLX0-2121","1*EG11354-MONOMER,1*EMRB-MONOMER,3*EG11009-MONOMER","ECK2680","emrB"
"705","CPLXECOLI-7943","2*G7409-MONOMER","ECK2695","ygaD"
"2320","CPLX-169","1*G8210-MONOMER,1*GUTB-MONOMER,1*GUTA-MONOMER","ECK2699","srlB"
"2582","SORB6PDEHYDROG-CPLX","4*SORB6PDEHYDROG-MONOMER","ECK2700","srlD"
"1082","CPLX0-1","4*G7413-MONOMER","ECK2705","norV"
"1082","CPLX0-2","4*G7413-MONOMER","ECK2705","norV"
"2309","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2714","hycG"
"2309","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2714","hycG"
"2403","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2715","hycF"
"2403","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2715","hycF"
"2494","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2716","hycE"
"2494","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2716","hycE"
"3724","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2717","hycD"
"3724","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2717","hycD"
"3784","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2718","hycC"
"3784","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2718","hycC"
"3841","HYDROG3-CPLX","1*HYCD-MONOMER,1*HYCC-MONOMER,1*HYCF-MONOMER,1*HYCG-MONOMER,1*HYCBSMALL-MONOMER,1*HYCELARGE-MONOMER","ECK2719","hycB"
"3841","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK2719","hycB"
"2585","CPLX0-3821","1*EG10483-MONOMER,1*EG10484-MONOMER","ECK2721","hypA"
"1948","CPLX0-3821","1*EG10483-MONOMER,1*EG10484-MONOMER","ECK2722","hypB"
"1948","CPLX0-3561","2*EG10484-MONOMER","ECK2722","hypB"
"2040","CPLX0-7986","1*EG10486-MONOMER,1*EG10485-MONOMER","ECK2723","hypC"
"2134","CPLX0-7986","1*EG10486-MONOMER,1*EG10485-MONOMER","ECK2724","hypD"
"3114","MUTHLS-CPLX","1*EG11281-MONOMER,2*EG10625-MONOMER,1*EG10624-MONOMER","ECK2728","mutS"
"3455","CPLX0-721","3*EG11816-MONOMER","ECK2741","ispF"
"1536","ADENYLYLSULFKIN-CPLX","2*ADENYLYLSULFKIN-MONOMER","ECK2745","cysC"
"1624","SULFATE-ADENYLYLTRANS-CPLX","4*CYSD-MONOMER,4*CYSN-MONOMER","ECK2746","cysN"
"1716","SULFATE-ADENYLYLTRANS-CPLX","4*CYSD-MONOMER,4*CYSN-MONOMER","ECK2747","cysD"
"244","CPLX0-8174","2*EG12845-MONOMER,2*G7425-MONOMER","ECK2750","ygbT"
"244","CPLX0-7914","2*G7425-MONOMER","ECK2750","ygbT"
"310","CPLX0-7725","1*G7430-MONOMER,2*G7429-MONOMER,6*G7428-MONOMER,1*G7427-MONOMER,1*G7426-MONOMER","ECK2751","ygcH"
"1083","CPLX0-7725","1*G7430-MONOMER,2*G7429-MONOMER,6*G7428-MONOMER,1*G7427-MONOMER,1*G7426-MONOMER","ECK2753","ygcJ"
"2720","CPLX0-7725","1*G7430-MONOMER,2*G7429-MONOMER,6*G7428-MONOMER,1*G7427-MONOMER,1*G7426-MONOMER","ECK2754","ygcK"
"3693","CPLX0-7725","1*G7430-MONOMER,2*G7429-MONOMER,6*G7428-MONOMER,1*G7427-MONOMER,1*G7426-MONOMER","ECK2755","ygcL"
"1805","PAPSSULFOTRANS-CPLX","2*PAPSSULFOTRANS-MONOMER","ECK2757","cysH"
"1898","SULFITE-REDUCT-CPLX","8*ALPHACOMP-MONOMER,4*BETACOMP-MONOMER","ECK2758","cysI"
"1262","SULFITE-REDUCT-CPLX","8*ALPHACOMP-MONOMER,4*BETACOMP-MONOMER","ECK2759","cysJ"
"1262","CPLX0-7841","8*ALPHACOMP-MONOMER","ECK2759","cysJ"
"2332","CPLX0-8123","6*G7431-MONOMER","ECK2760","sscR"
"3411","ENOLASE-CPLX","2*ENOLASE-MONOMER","ECK2773","eno"
"3411","CPLX0-2381","2*PPK-MONOMER,4*EG10859-MONOMER,2*EG10844-MONOMER,3*EG10743-MONOMER,2*ENOLASE-MONOMER","ECK2773","eno"
"1116","CPLX0-7692","2*EG10572-MONOMER","ECK2775","mazG"
"2534","CPLX0-1241","2*EG11249-MONOMER","ECK2776","chpA"
"2534","CPLX0-1242","4*EG11249-MONOMER,2*EG10571-MONOMER","ECK2776","chpA"
"1078","CPLX0-3501","2*G7452-MONOMER","ECK2789","queF"
"3611","LACTALDREDUCT-CPLX","2*LACTALDREDUCT-MONOMER","ECK2794","fucO"
"3667","CPLX0-7633","4*FUCPALDOL-MONOMER","ECK2795","fucA"
"3726","CPLX0-7631","6*FUCISOM-MONOMER","ECK2797","fucI"
"3786","CPLX0-7645","6*EG10355-MONOMER","ECK2799","fucU"
"766","CPLX0-7838","2*G7454-MONOMER","ECK2806","csdA"
"1143","CPLX0-7839","2*G7455-MONOMER","ECK2807","csdE"
"1490","CPLX0-8176","2*G7456-MONOMER","ECK2808","ygdL"
"1767","N-ACETYLTRANSFER-CPLX","6*N-ACETYLTRANSFER-MONOMER","ECK2814","argA"
"3964","RECBCD","1*EG10826-MONOMER,1*EG10825-MONOMER,1*EG10824-MONOMER","ECK2815","recD"
"2346","RECBCD","1*EG10826-MONOMER,1*EG10825-MONOMER,1*EG10824-MONOMER","ECK2816","recB"
"3557","RECBCD","1*EG10826-MONOMER,1*EG10825-MONOMER,1*EG10824-MONOMER","ECK2818","recC"
"3664","THYMIDYLATESYN-CPLX","2*THYMIDYLATESYN-MONOMER","ECK2823","thyA"
"3199","MUTHLS-CPLX","1*EG11281-MONOMER,2*EG10625-MONOMER,1*EG10624-MONOMER","ECK2827","mutH"
"1856","DIAMINOPIMDECARB-CPLX","2*DIAMINOPIMDECARB-MONOMER","ECK2836","lysA"
"2223","CPLX-8401","6*G7463-MONOMER","ECK2841","kduI"
"1738","CPLX0-761","1*G7485-MONOMER,1*G7486-MONOMER,1*G7487-MONOMER","ECK2863","xdhB"
"2625","CPLX0-761","1*G7485-MONOMER,1*G7486-MONOMER,1*G7487-MONOMER","ECK2864","xdhC"
"1220","CPLX0-1401","2*G7490-MONOMER","ECK2867","ygeX"
"1829","CPLX0-255","4*G7492-MONOMER","ECK2869","hyuA"
"3933","CPLX0-1841","1*G7500-MONOMER,1*G7499-MONOMER","ECK2876","ygfM"
"1285","CPLX0-1841","1*G7500-MONOMER,1*G7499-MONOMER","ECK2877","xdhD"
"2619","LYSS-CPLX","2*LYSS-MONOMER","ECK2885","lysS"
"1369","CPLX0-8002","2*DSBC-MONOMER","ECK2888","dsbC"
"1369","DSBC-CPLX","2*DSBC-MONOMER","ECK2888","dsbC"
"3273","CPLX0-3959","1*EG11069-MONOMER,1*EG11071-MONOMER","ECK2889","xerD"
"1628","GCVMULTI-CPLX","2*E3-MONOMER,2*GCVP-MONOMER,1*LIPOYL-GCVH,1*GCVT-MONOMER","ECK2898","gcvP"
"1628","GCVP-CPLX","2*GCVP-MONOMER","ECK2898","gcvP"
"1720","GCVMULTI-CPLX","2*E3-MONOMER,2*GCVP-MONOMER,1*LIPOYL-GCVH,1*GCVT-MONOMER","ECK2899","gcvH"
"1809","GCVMULTI-CPLX","2*E3-MONOMER,2*GCVP-MONOMER,1*LIPOYL-GCVH,1*GCVT-MONOMER","ECK2900","gcvT"
"1026","CPLX0-3081","4*EG10697-MONOMER","ECK2903","pepP"
"2740","CPLX0-7538","4*EG12878-MONOMER","ECK2905","zapA"
"1314","PGLYCDEHYDROG-CPLX","4*PGLYCDEHYDROG-MONOMER","ECK2909","serA"
"90","CPLX0-7669","2*EG10490-MONOMER","ECK2912","argP"
"2313","CPLX0-7741","2*METHYLMALONYL-COA-MUT-MONOMER","ECK2913","scpA"
"3212","CPLX0-254","6*G7516-MONOMER","ECK2915","scpB"
"1567","CPLX0-7626","7*EG11160-MONOMER","ECK2920","mscS"
"3417","FRUCBISALD-CLASSII","2*FRUCTBISALD-CLASSII-MONOMER","ECK2921","fbaA"
"3905","ERYTH4PDEHYDROG-CPLX","4*ERYTH4PDEHYDROG-MONOMER","ECK2923","epd"
"1836","CPLX0-7776","2*EG11245-MONOMER","ECK2926","yggF"
"2418","CPLX-156","1*CMTB-MONOMER,1*CMTA-MONOMER","ECK2928","cmtA"
"2509","CPLX-156","1*CMTB-MONOMER,1*CMTA-MONOMER","ECK2929","cmtB"
"3817","AGMATIN-CPLX","2*AGMATIN-MONOMER","ECK2932","speB"
"1902","ARGDECARBOXBIO-CPLX","4*ARGDECARBOXBIO-MONOMER","ECK2933","speA"
"3470","S-ADENMETSYN-CPLX","4*S-ADENMETSYN-MONOMER","ECK2937","metK"
"2607","CPLX0-7727","2*EG12366-MONOMER","ECK2941","rsmE"
"1850","GLUTATHIONE-SYN-CPLX","4*GLUTATHIONE-SYN-MONOMER","ECK2942","gshB"
"1293","CPLX0-7826","2*G7530-MONOMER","ECK2949","rdgB"
"1265","ANSB-CPLX","4*ANSB-MONOMER","ECK2952","ansB"
"1359","CPLX0-7458","1*G7545-MONOMER,1*G7544-MONOMER,1*MONOMER0-561","ECK2974","glcD"
"1544","GSP-CPLX","2*GSP-MONOMER","ECK2982","gsp"
"2407","FORMHYDROG2-CPLX","1*HYBA-MONOMER,1*EG11800-MONOMER,1*MONOMER0-145,1*HYBC-MONOMER","ECK2988","hybC"
"3613","FORMHYDROG2-CPLX","1*HYBA-MONOMER,1*EG11800-MONOMER,1*MONOMER0-145,1*HYBC-MONOMER","ECK2990","hybA"
"2498","FORMHYDROG2-CPLX","1*HYBA-MONOMER,1*EG11800-MONOMER,1*MONOMER0-145,1*HYBC-MONOMER","ECK2991","hybO"
"1963","CPLX0-1923","1*EG11012-MONOMER,1*EG10271-MONOMER,1*EG10272-MONOMER","ECK2998","exbD"
"1963","CPLX0-1941","1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER,1*EG10293-MONOMER","ECK2998","exbD"
"1963","CPLX0-7952","1*EG10306-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2998","exbD"
"1963","CPLX0-1943","1*EG10286-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2998","exbD"
"1963","CPLX0-1924","1*EG10126-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2998","exbD"
"1963","CPLX0-1942","1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER,1*EG10302-MONOMER","ECK2998","exbD"
"2055","CPLX0-1923","1*EG11012-MONOMER,1*EG10271-MONOMER,1*EG10272-MONOMER","ECK2999","exbB"
"2055","CPLX0-1941","1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER,1*EG10293-MONOMER","ECK2999","exbB"
"2055","CPLX0-7952","1*EG10306-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2999","exbB"
"2055","CPLX0-1943","1*EG10286-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2999","exbB"
"2055","CPLX0-1924","1*EG10126-MONOMER,1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER","ECK2999","exbB"
"2055","CPLX0-1942","1*EG10272-MONOMER,1*EG10271-MONOMER,1*EG11012-MONOMER,1*EG10302-MONOMER","ECK2999","exbB"
"1409","CYSTATHIONINE-BETA-LYASE-CPLX","4*CYSTATHIONINE-BETA-LYASE-MONOMER","ECK3000","metC"
"2589","CPLX0-7667","2*G7564-MONOMER","ECK3003","yqhD"
"3416","CPLX0-7822","2*G7571-MONOMER,4*G7572-MONOMER","ECK3012","ygiT"
"1754","CPLX0-7822","2*G7571-MONOMER,4*G7572-MONOMER","ECK3013","mqsR"
"1396","CPLX0-253","2*EG12656-MONOMER","ECK3019","mdaB"
"1487","CPLX0-3141","2*EG12657-MONOMER","ECK3020","ygiN"
"3443","CPLX0-2424","2*EG10687-MONOMER,2*EG10686-MONOMER","ECK3021","parE"
"1758","CPLX0-3721","2*EG12633-MONOMER","ECK3025","nudF"
"3513","DIOHBUTANONEPSYN-CPLX","2*DIOHBUTANONEPSYN-MONOMER","ECK3032","ribB"
"1987","CPLX0-3661","2*G7590-MONOMER","ECK3042","rfaE"
"3723","CPLX0-3936","8*H2NEOPTERINALDOL-MONOMER","ECK3048","folB"
"1952","LTARTDEHYDRA-CPLX","2*TTDA-MONOMER,2*TTDB-MONOMER","ECK3051","ttdA"
"2044","LTARTDEHYDRA-CPLX","2*TTDA-MONOMER,2*TTDB-MONOMER","ECK3052","ttdB"
"3418","CPLX0-8182","1*EG11757-MONOMER,1*EG11171-MONOMER,1*G6991-MONOMER","ECK3054","ygjD"
"3418","CPLX0-8181","1*G6991-MONOMER,1*EG11171-MONOMER","ECK3054","ygjD"
"3391","RNAP70-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOD-MONOMER","ECK3057","rpoD"
"2226","CPLX0-3937","4*EG10252-MONOMER,4*EG10253-MONOMER","ECK3067","ebgC"
"1219","CPLX0-8230","4*G7602-MONOMER,4*G7601-MONOMER","ECK3072","ygjM"
"1219","CPLX0-8229","2*G7601-MONOMER","ECK3072","ygjM"
"1313","CPLX0-8228","2*G7602-MONOMER","ECK3073","ygjN"
"1313","CPLX0-8230","4*G7602-MONOMER,4*G7601-MONOMER","ECK3073","ygjN"
"1223","CPLX0-7984","2*G7616-MONOMER","ECK3093","yqjG"
"3216","THREDEHYDCAT-CPLX","4*THREDEHYDCAT-MONOMER","ECK3106","tdcB"
"2830","CPLX0-7615","6*KDGALDOL-MONOMER","ECK3114","garL"
"87","CPLX0-7624","2*EG10955-MONOMER,4*G7629-MONOMER","ECK3117","sohA"
"1592","CPLX0-7624","2*EG10955-MONOMER,4*G7629-MONOMER","ECK3118","yhaV"
"2236","CPLX0-240","4*TAGAALDOL1-MONOMER,1*G7631-MONOMER","ECK3120","kbaZ"
"1974","CPLX0-7610","1*G7632-MONOMER,1*G7633-MONOMER","ECK3121","agaV"
"2980","CPLX0-7610","1*G7632-MONOMER,1*G7633-MONOMER","ECK3122","agaW"
"2422","CPLX0-240","4*TAGAALDOL1-MONOMER,1*G7631-MONOMER","ECK3125","kbaY"
"2513","CPLX-170","1*AGAB-MONOMER,1*AGAC-MONOMER,1*AGAD-MONOMER","ECK3126","agaB"
"2604","CPLX-170","1*AGAB-MONOMER,1*AGAC-MONOMER,1*AGAD-MONOMER","ECK3127","agaC"
"1376","CPLX-170","1*AGAB-MONOMER,1*AGAC-MONOMER,1*AGAD-MONOMER","ECK3128","agaD"
"3432","CPLX0-8231","2*G7641-MONOMER","ECK3134","yraL"
"1863","CPLX0-8179","1*G7642-MONOMER,1*EG10748-MONOMER","ECK3135","yraM"
"1227","CPLX0-3221","4*YRAO-MONOMER","ECK3137","diaA"
"1867","CPLX0-8198","2*EG12371-MONOMER","ECK3151","nlpI"
"859","CPLX0-238","4*ARGSUCCINSYN-MONOMER","ECK3161","argG"
"1554","SEC-SECRETION-CPLX","1*SECD,1*SECF,1*EG11096-MONOMER,1*YIDC,1*SECY,1*SECG,1*SECE","ECK3164","secG"
"1554","SECE-G-Y-CPLX","1*SECE,1*SECG,1*SECY","ECK3164","secG"
"3431","CPLX0-2982","6*EG10435-MONOMER,6*EG10436-MONOMER,6*EG11506-MONOMER","ECK3167","ftsH"
"2339","CPLX0-8239","1*G7657-MONOMER,1*EG12181-MONOMER","ECK3179","yrbA"
"1467","ABC-45-CPLX","2*G7658-MONOMER,6*EG12799-MONOMER,2*YRBE-MONOMER,2*YRBF-MONOMER","ECK3182","yrbD"
"1559","ABC-45-CPLX","2*G7658-MONOMER,6*EG12799-MONOMER,2*YRBE-MONOMER,2*YRBF-MONOMER","ECK3183","yrbE"
"2107","ABC-45-CPLX","2*G7658-MONOMER,6*EG12799-MONOMER,2*YRBE-MONOMER,2*YRBF-MONOMER","ECK3184","yrbF"
"1736","CPLX0-1262","4*G7662-MONOMER","ECK3186","kdsD"
"3419","CPLX0-7992","1*EG10855-MONOMER,1*EG11569-MONOMER,1*G7889-MONOMER,1*G7664-MONOMER,1*YHBN-MONOMER,2*YHBG-MONOMER,1*G7888-MONOMER","ECK3189","lptA"
"267","RNAP54-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPON-MONOMER","ECK3191","rpoN"
"1283","CPLX0-7998","3*EG12146-MONOMER","ECK3194","yhbJ"
"3055","GLUTAMATESYN-DIMER","1*GLUSYNSMALL-MONOMER,1*GLUSYNLARGE-MONOMER","ECK3202","gltB"
"3055","GLUTAMATESYN-CPLX","4*GLUSYNLARGE-MONOMER,4*GLUSYNSMALL-MONOMER","ECK3202","gltB"
"3661","GLUTAMATESYN-DIMER","1*GLUSYNSMALL-MONOMER,1*GLUSYNLARGE-MONOMER","ECK3203","gltD"
"3661","GLUTAMATESYN-CPLX","4*GLUSYNLARGE-MONOMER,4*GLUSYNSMALL-MONOMER","ECK3203","gltD"
"1499","ACNEULY-CPLX","4*ACNEULY-MONOMER","ECK3214","nanA"
"2092","CPLX0-2681","2*EG10978-MONOMER","ECK3217","sspB"
"304","CPLX0-8187","12*G7682-MONOMER","ECK3223","degQ"
"20","MALATE-DEHASE","2*MALATE-DEHASE-MONOMER","ECK3225","mdh"
"371","PC00005","6*PD00194","ECK3226","argR"
"1287","CPLX0-4","1*G7686-MONOMER,1*G7685-MONOMER","ECK3229","aaeB"
"1382","CPLX0-4","1*G7686-MONOMER,1*G7685-MONOMER","ECK3230","aaeA"
"2615","CPLX0-1621","2*EG11299-MONOMER","ECK3235","rng"
"1474","CPLX0-8106","2*EG11298-MONOMER","ECK3236","yhdE"
"3818","CPLX0-8245","4*EG10018-MONOMER","ECK3240","csrD"
"1566","CPLX0-8121","2*EG11315-MONOMER","ECK3241","yhdH"
"525","CPLX0-7705","2*PD00196","ECK3248","fis"
"3543","CPLX0-2141","1*EG10266-MONOMER,3*ACRF-MONOMER,3*EG11009-MONOMER","ECK3252","acrE"
"2080","CPLX0-2141","1*EG10266-MONOMER,3*ACRF-MONOMER,3*EG11009-MONOMER","ECK3253","acrF"
"2673","ABC-52-CPLX","1*YHDZ-MONOMER,1*YHDY-MONOMER,1*YHDX-MONOMER,1*YHDW-MONOMER","ECK3255","yhdW"
"3853","ABC-52-CPLX","1*YHDZ-MONOMER,1*YHDY-MONOMER,1*YHDX-MONOMER,1*YHDW-MONOMER","ECK3258","yhdZ"
"2018","CPLX0-7627","5*EG11180-MONOMER","ECK3277","mscL"
"322","CPLX0-7678","2*EG11969-MONOMER","ECK3279","zntR"
"1731","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3311","gspC"
"1823","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3313","gspE"
"1916","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3314","gspF"
"1234","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3315","gspG"
"1328","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3316","gspH"
"1423","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3318","gspJ"
"1512","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3319","gspK"
"387","CPLX0-3382","1*G7702-MONOMER,1*G7703-MONOMER,1*G7704-MONOMER,1*G7705-MONOMER,1*G7706-MONOMER,1*G7707-MONOMER,1*G7708-MONOMER,1*G7709-MONOMER,1*G7710-MONOMER,1*G7711-MONOMER,1*EG12173-MONOMER,1*EG11359-MONOMER","ECK3322","gspO"
"2111","CPLX0-1421","24*EG10113-MONOMER","ECK3323","bfr"
"1569","CPLX-3942","2*G7712-MONOMER,2*G7713-MONOMER,2*G7714-MONOMER","ECK3330","yheL"
"1658","CPLX-3942","2*G7712-MONOMER,2*G7713-MONOMER,2*G7714-MONOMER","ECK3331","yheM"
"1748","CPLX-3942","2*G7712-MONOMER,2*G7713-MONOMER,2*G7714-MONOMER","ECK3332","yheN"
"2347","CPLX0-7536","2*EG11663-MONOMER","ECK3336","slyD"
"1681","ACETYLORNTRANSAM-CPLX","2*ACETYLORNTRANSAM-MONOMER","ECK3347","argD"
"1308","PABASYN-CPLX","1*PABASYN-COMPI-MONOMER,1*PABASYN-COMPII-MONOMER","ECK3348","pabA"
"1308","PABSYNMULTI-CPLX","1*PABASYN-COMPII-MONOMER,1*PABASYN-COMPI-MONOMER,2*ADCLY-MONOMER","ECK3348","pabA"
"1694","CPLX0-8227","1*EG10307-MONOMER,1*EG12374-MONOMER","ECK3349","fic"
"1572","CPLX0-8227","1*EG10307-MONOMER,1*EG12374-MONOMER","ECK3350","yhfG"
"1956","NITRITREDUCT-CPLX","1*NIRD-MONOMER,1*NIRB-MONOMER","ECK3353","nirB"
"2048","NITRITREDUCT-CPLX","1*NIRD-MONOMER,1*NIRB-MONOMER","ECK3354","nirD"
"1000","SIROHEMESYN-CPLX","2*SIROHEMESYN-MONOMER","ECK3356","cysG"
"3402","TRPS-CPLX","2*TRPS-MONOMER","ECK3371","trpS"
"312","CPLX0-8179","1*G7642-MONOMER,1*EG10748-MONOMER","ECK3383","mrcA"
"312","CPLX0-7717","2*EG10748-MONOMER","ECK3383","mrcA"
"1575","CPLX0-1221","2*G7740-MONOMER","ECK3384","nudE"
"145","ENVZ-CPLX","2*ENVZ-MONOMER","ECK3391","envZ"
"145","PHOSPHO-ENVZ","2*ENVZ-MONOMER","ECK3391","envZ"
"409","PHOSPHO-OMPR","2*PHOSPHO-OMPR-MONOMER","ECK3392","ompR"
"1845","CPLX0-7682","2*G7748-MONOMER","ECK3401","nfuA"
"2506","CPLX0-242","2*EG10395-MONOMER","ECK3411","glpE"
"2597","AERGLYC3PDEHYDROG-CPLX","2*AERGLYC3PDEHYDROG-MONOMER","ECK3412","glpD"
"1960","GLYCOPHOSPHORYL-CPLX","2*GLYCOPHOSPHORYL-MONOMER","ECK3414","glgP"
"221","GLUC1PADENYLTRANS-CPLX","4*GLUC1PADENYLTRANS-MONOMER","ECK3416","glgC"
"3595","GLUCONOKINII-CPLX","2*GLUCONOKINII-MONOMER","ECK3422","gntK"
"246","CPLX0-7885","1*MONOMER0-4196,1*MONOMER0-4195","ECK3431","ggt"
"2632","ABC-34-CPLX","2*UGPC-MONOMER,1*UGPA-MONOMER,1*UGPE-MONOMER,1*UGPB-MONOMER","ECK3434","ugpC"
"1930","ABC-34-CPLX","2*UGPC-MONOMER,1*UGPA-MONOMER,1*UGPE-MONOMER,1*UGPB-MONOMER","ECK3435","ugpE"
