"ids","pcomplex","SUBUNIT-COMPOSITION","ECK","associated_gene_names"
"1365","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1890","motB"
"1459","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1891","motA"
"1459","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1891","motA"
"1330","CPLX0-3930","4*EG10320-MONOMER,2*MONOMER0-2488","ECK1892","flhC"
"3831","CPLX0-3930","4*EG10320-MONOMER,2*MONOMER0-2488","ECK1893","flhD"
"2322","ABC-2-CPLX","2*ARAG-MONOMER,2*ARAH-MONOMER,1*ARAF-MONOMER","ECK1897","araH"
"1997","ABC-2-CPLX","2*ARAG-MONOMER,2*ARAH-MONOMER,1*ARAF-MONOMER","ECK1898","araG"
"2090","ABC-2-CPLX","2*ARAG-MONOMER,2*ARAH-MONOMER,1*ARAF-MONOMER","ECK1899","araF"
"2182","CPLX0-3969","24*EG10921-MONOMER","ECK1904","ftnA"
"2416","UVRABC-CPLX","1*EG11062-MONOMER,1*EG11063-MONOMER,1*EG11061-MONOMER","ECK1912","uvrC"
"3851","CPLX0-8152","2*EG12347-MONOMER,2*G7037-MONOMER,1*G7039-MONOMER","ECK1916","yecC"
"2363","CPLX0-8152","2*EG12347-MONOMER,2*G7037-MONOMER,1*G7039-MONOMER","ECK1917","yecS"
"1425","CPLX0-8152","2*EG12347-MONOMER,2*G7037-MONOMER,1*G7039-MONOMER","ECK1919","fliY"
"1514","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1922","fliC"
"1605","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1923","fliD"
"3121","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1935","fliE"
"3121","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1935","fliE"
"1876","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1936","fliF"
"1876","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1936","fliF"
"1240","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1937","fliG"
"1240","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1937","fliG"
"1240","CPLX0-7450","26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH","ECK1937","fliG"
"2598","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1938","fliH"
"2598","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1938","fliH"
"1334","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1939","fliI"
"1334","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1939","fliI"
"2739","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1940","fliJ"
"2739","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1940","fliJ"
"1518","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1942","fliL"
"1518","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1942","fliL"
"1609","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1943","fliM"
"1609","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1943","fliM"
"1609","CPLX0-7450","26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH","ECK1943","fliM"
"1700","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1944","fliN"
"1700","FLAGELLAR-MOTOR-COMPLEX","1*FLIN-FLAGELLAR-C-RING-SWITCH,34*FLIM-FLAGELLAR-C-RING-SWITCH,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,1*FLGH-FLAGELLAR-L-RING,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGI-FLAGELLAR-P-RING,1*FLIF-FLAGELLAR-MS-RING,1*EG11346-MONOMER,2*EG10322-MONOMER","ECK1944","fliN"
"1700","CPLX0-7450","26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH","ECK1944","fliN"
"1789","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1946","fliP"
"1789","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1946","fliP"
"1880","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1947","fliQ"
"1880","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1947","fliQ"
"1961","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1948","fliR"
"1961","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1948","fliR"
"1244","PC00084","1*RCSB-MONOMER,1*PD02233","ECK1949","rcsA"
"1","CPLX0-861","2*G7055-MONOMER","ECK1963","hchA"
"1277","CPLX0-3961","4*G7058-MONOMER","ECK1966","yedX"
"3946","CPLX0-8213","1*G7060-MONOMER,1*G7059-MONOMER","ECK1967","yedY"
"3894","CPLX0-8213","1*G7060-MONOMER,1*G7059-MONOMER","ECK1968","yedZ"
"2246","AMP-NUCLEOSID-CPLX","6*AMP-NUCLEOSID-MONOMER","ECK1977","amn"
"1391","DMBPPRIBOSYLTRANS-CPLX","2*DMBPPRIBOSYLTRANS-MONOMER","ECK1986","cobT"
"1573","COBU-CPLX","2*COBU-MONOMER","ECK1988","cobU"
"1488","CPLX0-7614","2*ATPPHOSRIBOSTRANS-MONOMER","ECK2014","hisG"
